contigName	contigLen	totalAvgDepth	ERR13958310.sorted.bam	ERR13958310.sorted.bam-var
k141_14737	3509	9.38077	9.38077	21.162
k141_14738	1511	6.03747	6.03747	11.8317
k141_22401	1698	6.52713	6.52713	12.7407
k141_98800	7863	10.9166	10.9166	19.3949
k141_59667	21372	9.74027	9.74027	17.9522
k141_88751	1534	5.34971	5.34971	4.44304
k141_41341	2650	8.0256	8.0256	19.1854
k141_51954	4732	7.95722	7.95722	12.2039
k141_69931	4057	6.78372	6.78372	8.86592
k141_88754	2273	5.22374	5.22374	9.43116
k141_59673	2411	10.1185	10.1185	22.4053
k141_31743	6728	10.5354	10.5354	16.4659
k141_22411	2045	6.60633	6.60633	7.92625
k141_107113	12654	15.6775	15.6775	36.7603
k141_14746	5259	8.46173	8.46173	14.6118
k141_51955	5541	8.82137	8.82137	14.6822
k141_4465	32930	42.877	42.877	117.694
k141_69935	1915	5.07932	5.07932	6.73855
k141_107115	1513	5.45561	5.45561	8.51993
k141_14751	2223	8.50506	8.50506	16.1062
k141_22416	2182	8.56496	8.56496	21.6539
k141_107116	1518	7.93713	7.93713	24.2888
k141_31750	3545	9.33137	9.33137	26.4343
k141_78869	16067	9.59201	9.59201	18.1512
k141_22417	1557	9.62544	9.62544	19.2131
k141_4469	1942	12.9978	12.9978	34.6019
k141_51959	3831	12.7857	12.7857	28.8914
k141_4470	1984	7.4542	7.4542	13.6228
k141_78873	1778	5.97482	5.97482	10.885
k141_41352	7394	13.3893	13.3893	23.1728
k141_107119	4079	7.22347	7.22347	10.3665
k141_51964	1583	7.8716	7.8716	7.95287
k141_88770	6322	17.9823	17.9823	69.6682
k141_14756	1710	5.98141	5.98141	7.88349
k141_22422	3528	16.296	16.296	158.023
k141_69946	2786	14.3376	14.3376	20.5207
k141_31755	1851	8.84186	8.84186	13.0567
k141_88773	1742	4.92651	4.92651	5.89844
k141_4476	2260	6.45498	6.45498	11.9903
k141_78879	2596	9.63246	9.63246	21.1495
k141_41357	1921	7.12027	7.12027	12.0087
k141_107124	1597	6.30339	6.30339	8.90033
k141_51966	1671	5.16437	5.16437	7.4993
k141_22427	2119	6.02489	6.02489	7.57209
k141_14765	2087	10.4512	10.4512	21.7868
k141_4477	3271	8.8555	8.8555	13.247
k141_69951	1623	14.3055	14.3055	117.123
k141_41359	2544	11.2857	11.2857	24.3587
k141_59683	13308	14.5826	14.5826	37.3772
k141_22429	3079	11.0946	11.0949	16.5919
k141_14774	2294	6.29991	6.29991	15.9486
k141_51967	5467	8.53376	8.53376	14.0352
k141_69956	2995	9.81195	9.81195	17.7738
k141_22431	1511	6.45922	6.45922	7.06176
k141_31756	7346	12.6675	12.6675	24.976
k141_22432	1506	6.85914	6.85914	14.1978
k141_51968	1949	8.38132	8.38132	9.50074
k141_31759	1964	6.98346	6.98346	7.19554
k141_22434	1887	8.15084	8.15141	17.5836
k141_69958	3418	13.4394	13.4394	54.237
k141_4490	5869	7.82112	7.82112	11.7268
k141_78886	7644	8.87523	8.87523	15.1048
k141_31761	2600	8.16776	8.16776	9.23485
k141_41370	4150	9.20675	9.20675	13.4824
k141_88783	11916	15.1237	15.1237	43.607
k141_4496	2477	6.74731	6.74731	8.28778
k141_88784	2189	7.81756	7.81756	13.4887
k141_31764	2878	7.99413	7.99413	11.3274
k141_31765	1822	9.12081	9.12081	17.6455
k141_69967	2224	8.32208	8.32208	12.773
k141_88786	1642	6.79625	6.79625	8.08727
k141_59697	7782	9.06394	9.06394	14.347
k141_51990	2461	8.27174	8.27174	8.03952
k141_69968	1840	6.30296	6.30296	5.19771
k141_59698	1658	9.79377	9.79377	37.7657
k141_78895	4956	15.1719	15.1719	42.295
k141_69970	1954	7.35865	7.35865	9.86853
k141_4508	2064	5.27168	5.27168	4.43844
k141_59699	1992	6.90445	6.90445	14.6688
k141_22454	4437	8.98181	8.98181	17.8731
k141_41385	4427	5.99743	5.99743	8.75794
k141_69974	1672	6.70762	6.70762	15.4602
k141_4513	1514	4.71188	4.71188	3.96168
k141_41386	3047	8.52468	8.52468	11.6582
k141_22456	2969	10.8024	10.8024	20.324
k141_51999	2341	7.51985	7.51985	10.8762
k141_4514	2548	8.62344	8.62344	17.6992
k141_52000	2471	8.08574	8.08574	21.1345
k141_69982	1662	7.46495	7.46495	8.71355
k141_14777	25292	15.0585	15.0585	59.1128
k141_59704	4089	13.0411	13.0411	29.432
k141_4516	3245	6.69435	6.69435	10.6319
k141_22460	2187	6.8434	6.8434	9.58889
k141_41391	3080	6.84403	6.84403	8.456
k141_14781	2027	9.38785	9.38785	10.2141
k141_4517	2143	6.37431	6.37431	7.54355
k141_52004	3242	7.71022	7.71022	15.1602
k141_41395	1601	6.74018	6.74018	11.4421
k141_69991	1751	10.0375	10.0375	12.1198
k141_4520	2541	7.32288	7.32288	10.7601
k141_52006	1766	6.35025	6.35025	5.62334
k141_59711	2511	5.7895	5.7895	14.5832
k141_31769	17552	15.3698	15.3698	29.3367
k141_22468	1648	7.79773	7.79773	12.0786
k141_107131	35472	40.1995	40.1995	102.619
k141_41398	2345	6.9836	6.9836	9.40723
k141_14787	5556	9.02608	9.02608	15.0819
k141_31771	3262	7.65392	7.65392	14.0168
k141_41402	1958	5.55752	5.55752	5.47532
k141_22472	2803	6.60799	6.60799	8.63213
k141_52018	1628	4.03383	4.03383	4.9318
k141_14788	4808	9.67046	9.67046	13.4034
k141_88792	22284	9.34797	9.34797	15.1587
k141_22476	2534	8.99413	8.99413	8.88118
k141_88794	1531	6.54453	6.54453	8.99312
k141_52025	1514	7.3871	7.3871	8.51328
k141_14794	2288	7.89195	7.89195	11.7145
k141_22478	2888	6.0336	6.0336	9.36756
k141_4533	8490	8.62158	8.62158	18.7373
k141_88798	2486	7.61045	7.61045	15.3394
k141_14795	2814	11.0522	11.0522	16.7224
k141_107138	11161	9.79021	9.79021	19.2353
k141_22480	2540	6.37197	6.37197	7.23499
k141_78901	30214	20.2248	20.2248	74.9736
k141_88805	2200	4.54341	4.54341	4.1926
k141_22481	1986	7.51198	7.51198	6.54971
k141_107140	1657	7.67551	7.67551	10.7652
k141_69997	15834	15.0903	15.0903	41.3921
k141_14796	5070	11.6213	11.6213	21.3441
k141_31789	4410	8.3716	8.3716	21.837
k141_41406	15553	19.8417	19.8417	63.1682
k141_69998	2355	5.22993	5.22993	9.62003
k141_31790	2680	9.55613	9.55613	10.1585
k141_78904	3659	9.78484	9.78484	23.1298
k141_14801	2757	7.65478	7.65478	14.9332
k141_70000	1829	5.19416	5.19416	5.99093
k141_107147	2077	9.11157	9.11157	30.9039
k141_88806	5420	8.02429	8.02429	15.4712
k141_31793	1511	5.17267	5.17267	4.84886
k141_22490	1999	7.79394	7.79394	13.5609
k141_14804	2714	7.71802	7.71802	9.80839
k141_4542	9554	11.2147	11.2147	18.5388
k141_78908	5364	14.383	14.383	27.8226
k141_4543	2448	7.42602	7.42602	10.6337
k141_59714	27492	16.0967	16.0967	31.8809
k141_70006	2149	6.45022	6.45022	14.8645
k141_22494	3988	8.22955	8.22981	12.6702
k141_14805	4547	7.69752	7.69752	12.5868
k141_88814	3301	6.17233	6.17233	20.7461
k141_78911	2098	9.34805	9.34805	22.1817
k141_31801	4737	9.01352	9.01352	16.8179
k141_22497	1577	6.52348	6.52348	10.526
k141_14809	3619	10.0473	10.0473	22.1634
k141_31802	2564	7.62345	7.62345	17.5718
k141_52026	31149	15.6369	15.6369	34.8655
k141_70010	5564	8.8116	8.8116	14.9555
k141_22499	2538	7.11516	7.11516	9.80283
k141_31804	2042	5.94715	5.94715	8.44992
k141_59718	6252	10.2897	10.2897	14.7453
k141_52028	1639	7.32706	7.32706	5.81566
k141_52029	1888	5.01036	5.01036	4.70915
k141_78921	3102	8.29743	8.29743	16.8705
k141_70012	2356	9.83772	9.83772	18.3176
k141_14817	1884	6.28316	6.28316	4.63011
k141_4550	10539	11.1869	11.1869	26.3805
k141_78923	1670	6.22368	6.22368	6.53451
k141_88821	8582	11.3514	11.3514	18.6294
k141_31808	3085	9.646	9.646	21.3747
k141_70017	1651	12.1019	12.1019	14.5769
k141_4551	2825	6.86019	6.86019	11.9177
k141_98801	119004	34.9699	34.9699	87.7712
k141_31811	1549	6.18585	6.18585	11.9025
k141_88826	2036	6.99417	6.99417	11.8126
k141_98802	2065	8.08094	8.08094	13.9511
k141_59735	2390	7.26696	7.26696	16.3361
k141_88835	1852	4.2074	4.2074	4.1868
k141_4554	7952	9.74225	9.74225	24.3955
k141_59736	4241	17.9643	17.9643	54.6664
k141_88839	1937	6.21936	6.21936	11.3753
k141_98806	3173	14.7016	14.7016	42.5973
k141_14840	2612	6.18725	6.18765	14.2256
k141_88840	2522	6.70152	6.70152	21.0336
k141_98808	2193	6.50857	6.50857	11.0326
k141_78934	8071	10.4665	10.4665	17.927
k141_4560	2957	8.74421	8.74421	15.9006
k141_59741	1958	7.474	7.474	14.7067
k141_70028	6053	8.52194	8.52194	17.2064
k141_88846	2196	5.37879	5.37879	7.07062
k141_107148	37242	15.6753	15.6753	41.3971
k141_4562	1530	6.24203	6.24203	9.13793
k141_59744	1571	6.8677	6.8677	5.00503
k141_70029	3573	8.92229	8.92229	22.5011
k141_14845	8577	44.2717	44.2717	119.017
k141_107151	5508	8.56999	8.56999	13.6305
k141_22505	26018	31.0147	31.0147	126.033
k141_4565	7340	9.17969	9.17969	18.0914
k141_70037	1989	6.29527	6.29527	7.82302
k141_78940	5681	8.30844	8.30844	19.1996
k141_31817	21398	17.0812	17.0812	38.9349
k141_14851	2990	6.80634	6.80634	7.40104
k141_107152	3468	34.4132	34.4132	120.376
k141_78942	1647	8.11289	8.11289	17.0335
k141_52036	31214	15.1772	15.1772	30.7755
k141_88855	11081	10.6884	10.6884	20.8044
k141_22511	3937	7.68339	7.68339	13.3521
k141_88858	1616	5.26808	5.26808	9.28721
k141_22512	2396	10.8237	10.8237	14.6771
k141_70039	7505	15.9678	15.9678	35.3708
k141_22514	2663	5.07123	5.07123	8.33924
k141_31821	8037	9.86269	9.86269	18.6094
k141_52042	4533	19.3682	19.3682	66.4897
k141_78952	3807	9.84359	9.84359	18.6484
k141_52044	1538	5.54611	5.54611	8.58693
k141_107156	7759	10.1681	10.1681	20.2211
k141_70044	1692	11.0357	11.0357	23.5919
k141_59755	13351	14.0407	14.0407	47.4512
k141_78957	1991	5.1874	5.1874	8.96111
k141_22520	3967	8.19492	8.19492	13.9537
k141_88859	11883	10.4882	10.4882	19.9131
k141_59757	2179	12.5338	12.5338	26.5982
k141_98821	25510	11.3506	11.3506	21.5657
k141_14856	17799	11.556	11.556	23.6082
k141_107164	2116	6.98423	6.98423	11.8354
k141_88861	2432	7.22919	7.22919	8.77301
k141_59758	1912	8.55562	8.55619	16.0585
k141_14857	2189	8.27857	8.27857	23.7681
k141_59759	1677	11.6241	11.6241	26.5296
k141_88863	2033	8.69995	8.70048	88.6221
k141_78963	2373	5.10346	5.10346	3.98746
k141_98823	3241	8.65222	8.65254	16.4954
k141_59760	2949	11.7931	11.7931	21.5837
k141_59762	1807	5.36632	5.36632	5.47745
k141_22534	1902	5.08162	5.08162	4.59242
k141_88871	2100	6.88103	6.88103	8.52456
k141_14862	4119	10.4979	10.4979	24.4241
k141_98832	2054	13.4632	13.4632	62.1961
k141_59764	3174	8.1293	8.1293	13.963
k141_4617	2789	8.94619	8.94619	13.552
k141_22540	2653	7.54335	7.54335	7.71752
k141_78972	2816	9.35221	9.35259	14.4941
k141_14863	5300	7.85825	7.85825	15.4669
k141_22541	1871	9.8437	9.8437	21.8771
k141_59771	1536	5.88312	5.88312	6.42817
k141_22543	1939	5.46059	5.46059	8.77432
k141_4629	3312	6.98292	6.98292	9.73461
k141_14864	8188	17.9246	17.9246	156.875
k141_59777	1746	6.86905	6.86905	8.98787
k141_78982	2096	8.12127	8.12179	18.2181
k141_22545	4139	8.19178	8.19178	13.5897
k141_14866	1542	8.50287	8.50359	10.7836
k141_52049	32946	10.6227	10.6227	21.0697
k141_98840	11032	11.1678	11.1679	16.2378
k141_78983	1844	10.1629	10.1629	19.7005
k141_4634	2604	25.2971	25.2971	36.3869
k141_59782	2537	11.2861	11.2861	27.5206
k141_78985	1637	4.78009	4.78009	2.9348
k141_14869	2402	9.92673	9.92673	21.9247
k141_88875	20725	10.6924	10.6924	23.3892
k141_31826	37357	15.3997	15.3997	54.7316
k141_98841	7105	10.6562	10.6562	22.7408
k141_31827	2221	7.04008	7.04008	15.829
k141_78988	4120	9.29698	9.29698	16.3819
k141_22557	1552	7.21683	7.21683	5.72451
k141_4645	5044	9.62648	9.62648	19.4663
k141_88887	1892	4.85189	4.85189	4.1722
k141_52051	14323	8.81479	8.81479	14.3321
k141_31830	3738	11.5769	11.5769	22.7422
k141_98848	3539	7.87961	7.87961	9.87217
k141_88890	1608	3.67353	3.67353	4.43973
k141_78998	2002	7.66145	7.66145	10.4931
k141_107165	41171	19.7902	19.7902	39.3877
k141_52054	1757	7.87243	7.87243	9.0503
k141_22571	1649	7.16144	7.16144	13.7857
k141_88896	2245	8.99857	8.99857	16.2297
k141_4652	2355	9.36417	9.36417	15.8725
k141_107166	4142	8.33768	8.33768	14.2673
k141_14883	6990	9.9652	9.9652	15.5513
k141_79000	5107	14.1053	14.1053	74.1145
k141_88899	1647	7.4656	7.4656	9.52581
k141_52056	5549	11.0708	11.0708	20.8075
k141_14885	1524	4.68996	4.68996	4.54184
k141_79003	1671	6.38922	6.38922	6.44184
k141_4659	3291	8.49889	8.4992	20.3003
k141_14888	2120	6.52843	6.52843	9.20816
k141_52059	2363	10.7018	10.7018	55.0467
k141_107173	4284	8.57886	8.57886	15.5984
k141_41409	127521	37.1433	37.1433	97.0199
k141_4663	1840	7.14438	7.14438	10.3143
k141_88902	5722	11.2714	11.2714	22.4151
k141_14891	1991	6.8164	6.8164	13.6228
k141_41413	1661	32.272	32.272	112.493
k141_14893	1551	5.88865	5.88865	14.1673
k141_52070	1861	8.96435	8.96435	19.3162
k141_22584	9956	9.03263	9.03263	17.9989
k141_107184	2715	5.20741	5.2078	5.66388
k141_41418	3766	8.58656	8.58684	21.6772
k141_98849	25542	14.3997	14.3997	27.6063
k141_4673	6116	9.16879	9.16879	17.7054
k141_41420	1772	12.5912	12.5912	164.828
k141_79022	4685	11.8639	11.8639	32.0703
k141_4674	1816	7.66207	7.66207	18.9672
k141_41423	2176	6.33761	6.33761	6.28992
k141_79025	1838	5.81635	5.81635	7.70069
k141_107186	6141	16.4125	16.4125	48.2638
k141_98861	1698	9.59238	9.59238	11.391
k141_88919	6669	9.48719	9.48719	22.1366
k141_79027	2510	5.725	5.725	6.45374
k141_22586	15269	19.1287	19.1287	48.5635
k141_107189	2771	12.4609	12.4609	10.2357
k141_98868	2027	5.32126	5.32126	6.77382
k141_79029	1914	6.7483	6.7483	12.539
k141_14924	2755	13.2365	13.2365	29.6914
k141_41427	5998	8.88526	8.88526	18.422
k141_14926	1915	8.6204	8.6204	8.81727
k141_98870	3164	10.6241	10.6241	18.2107
k141_22594	1980	14.6492	14.6492	93.3364
k141_107195	1505	7.58155	7.58155	6.74725
k141_98872	2242	8.96558	8.96558	26.7229
k141_14930	2212	6.45344	6.45344	4.42939
k141_41428	6472	10.9767	10.9767	29.2593
k141_70054	87369	17.0301	17.0301	37.2779
k141_107198	2783	9.4398	9.4398	23.527
k141_41429	1758	7.8949	7.8949	24.4923
k141_79033	7000	8.94219	8.94219	19.3242
k141_98880	1833	5.70351	5.70351	8.28011
k141_70055	4627	8.12129	8.12129	12.7889
k141_107205	1742	7.76131	7.76131	17.4639
k141_98882	2691	5.45848	5.45887	4.65707
k141_70060	3170	9.0894	9.0894	12.6664
k141_98887	2153	7.55417	7.55417	14.7887
k141_79039	7469	9.53491	9.53491	16.2947
k141_79040	1859	11.1562	11.1562	13.7208
k141_4706	6482	12.3174	12.3174	25.6177
k141_88924	23760	34.07	34.07	77.2957
k141_14950	5250	5.3802	5.3802	6.40082
k141_98893	1869	6.79465	6.79465	11.1388
k141_88925	2332	7.59074	7.59074	13.4497
k141_4710	4229	9.99117	9.99117	19.1756
k141_98901	1601	8.58305	8.58305	9.07637
k141_79042	7565	10.4523	10.4523	23.9502
k141_14961	1701	5.67247	5.67247	7.14429
k141_98902	2061	4.98169	4.98169	5.94161
k141_4713	3577	7.83105	7.83105	13.1009
k141_88929	6700	14.5105	14.5105	26.7979
k141_70075	4447	11.0086	11.0086	22.8199
k141_41448	11586	15.3578	15.3578	36.4054
k141_79049	1725	7.01079	7.01079	9.08563
k141_22603	28077	14.1916	14.1916	32.3387
k141_79050	1550	5.36786	5.36786	3.0104
k141_14964	5872	11.8553	11.8553	23.5371
k141_41455	2012	8.00967	8.00967	10.9144
k141_88937	2903	8.12604	8.12604	13.9656
k141_70086	2279	5.75434	5.75434	11.2954
k141_14967	2004	7.8835	7.8835	15.177
k141_22608	2065	8.1812	8.1812	9.72526
k141_4721	5556	10.8156	10.8156	15.9828
k141_98915	3165	8.72172	8.72172	14.2068
k141_79053	3148	7.73449	7.73449	9.9095
k141_41462	1508	6.80928	6.80928	5.20233
k141_88938	4634	12.7736	12.7736	39.944
k141_14973	1536	4.38095	4.38095	3.51251
k141_79058	2799	8.3741	8.3741	19.7062
k141_4728	4797	22.6867	22.6867	59.9223
k141_70095	1751	6.5965	6.5965	9.79082
k141_107208	34272	18.1843	18.1843	44.4181
k141_98917	8378	9.13855	9.13855	13.651
k141_70097	1612	7.89056	7.89056	9.56641
k141_4731	2096	8.62384	8.62384	17.8924
k141_107211	1591	9.36502	9.36502	20.6847
k141_14976	7692	7.8983	7.8983	14.5696
k141_88940	9123	14.3429	14.3429	33.1968
k141_70100	3702	18.9029	18.9029	59.6487
k141_79076	1695	6.93269	6.93269	12.1638
k141_107217	2516	11.8842	11.8842	26.3181
k141_79081	1833	6.78491	6.78491	13.5222
k141_88943	3799	12.0222	12.0222	34.4127
k141_4734	6610	11.7542	11.7542	27.5623
k141_70104	1979	8.65774	8.65774	11.2001
k141_98935	1989	5.55193	5.55193	4.76106
k141_52077	77173	15.6231	15.6231	34.6309
k141_22613	19302	18.72	18.72	54.735
k141_4740	1606	9.66483	9.66483	15.1825
k141_107223	1505	4.41255	4.41255	3.11551
k141_14980	9663	11.5138	11.5138	19.2412
k141_41497	2007	8.68067	8.68067	19.3487
k141_88948	2264	7.21902	7.21902	11.8124
k141_4742	1810	6.7512	6.7512	10.2413
k141_98941	1843	7.0443	7.0443	27.1618
k141_70111	2642	4.71348	4.71348	5.47146
k141_59801	100643	39.0954	39.0954	104.194
k141_4744	2951	8.64977	8.65012	17.2176
k141_70113	1803	6.18391	6.18391	18.6841
k141_88950	3512	5.15645	5.15645	6.88477
k141_59806	1855	4.80352	4.80352	4.2706
k141_52092	2478	5.61641	5.61641	11.9383
k141_52095	2091	5.53632	5.53632	8.78594
k141_4748	4759	9.34693	9.34693	14.3156
k141_41504	8426	16.1653	16.1653	29.0155
k141_107225	11918	12.7015	12.7015	26.2308
k141_52097	2660	11.4283	11.4283	25.2964
k141_59815	2129	6.37292	6.37292	4.92454
k141_4751	1547	8.48533	8.48604	14.4234
k141_22614	19118	10.3974	10.3974	20.0505
k141_88951	10296	29.2169	29.2169	131.475
k141_98958	3030	10.3361	10.3361	21.6876
k141_59816	2712	5.83294	5.83294	8.71306
k141_41506	5973	11.5856	11.5856	30.4433
k141_107233	2969	8.652	8.652	13.4626
k141_98961	3005	12.7243	12.7243	29.3384
k141_88955	3024	8.26966	8.26966	15.4286
k141_22619	3351	10.707	10.707	21.5059
k141_52101	8619	15.3408	15.3408	42.7912
k141_88957	2048	6.75764	6.75764	8.08778
k141_59826	2948	8.90636	8.90636	23.3568
k141_107240	2303	7.05295	7.05295	12.525
k141_22622	2029	7.17775	7.17775	16.1428
k141_98966	2795	8.76106	8.76106	13.2683
k141_52107	1725	9.81206	9.81206	8.52115
k141_59828	3867	7.31047	7.31047	17.6368
k141_88962	1646	5.92179	5.92179	6.2099
k141_52108	1848	4.9523	4.9523	3.785
k141_107245	2984	10.7495	10.7495	21.6379
k141_98970	2026	7.99094	7.99094	8.37383
k141_52111	1825	6.05552	6.05552	8.78364
k141_59832	2641	8.82577	8.82617	21.4221
k141_22629	3516	25.885	25.885	133.443
k141_4771	6445	9.26021	9.26021	19.534
k141_41508	13803	9.97063	9.97063	21.9603
k141_98976	1919	10.2007	10.2007	11.9567
k141_22631	2371	10.2206	10.2206	31.4168
k141_88971	2100	6.13487	6.13487	6.009
k141_59837	3168	5.73128	5.73128	12.0017
k141_107255	2302	5.06506	5.06506	5.76051
k141_98977	1639	10.2384	10.2384	18.4426
k141_22633	2722	4.6353	4.6353	6.329
k141_41517	1667	5.12195	5.12195	6.62552
k141_4775	4526	8.85626	8.85626	12.3878
k141_88975	2266	5.73629	5.73629	10.3836
k141_107259	4035	11.7792	11.7792	17.8039
k141_98979	3921	6.1904	6.1904	7.06352
k141_41519	3914	7.84458	7.84458	11.6168
k141_15007	26366	15.8261	15.8261	35.081
k141_4777	4444	9.48323	9.48323	12.8047
k141_41523	1507	6.33825	6.33825	4.24317
k141_98984	2088	5.36326	5.36326	7.32274
k141_107264	5040	12.9254	12.9256	17.3385
k141_52142	2532	7.43871	7.43871	15.1426
k141_22643	3471	7.84703	7.84703	6.52
k141_107267	1909	10.5765	10.5765	21.3547
k141_15018	1568	13.134	13.134	22.2149
k141_22645	2522	6.38659	6.38659	6.60677
k141_52146	2886	7.43238	7.43238	8.70392
k141_107274	1687	8.44242	8.44242	18.7507
k141_41539	2709	7.31106	7.31106	10.255
k141_22649	2623	7.78892	7.78892	12.7014
k141_15024	2187	6.74129	6.74129	12.4757
k141_4795	3091	6.88405	6.88405	16.2563
k141_88977	17379	16.7863	16.7863	46.4579
k141_98999	1844	6.02834	6.02834	7.2137
k141_4797	1519	7.18408	7.18408	22.7862
k141_52155	2930	7.31259	7.31259	17.768
k141_99000	3802	6.5126	6.5126	14.6312
k141_15031	1892	6.94489	6.94489	8.58167
k141_88982	1515	6.75311	6.75311	7.56001
k141_22662	2664	7.4642	7.4642	9.68773
k141_41544	6850	11.6036	11.6036	24.7857
k141_88985	1503	8.12417	8.12417	13.4358
k141_99002	3440	13.6116	13.6116	29.7828
k141_88986	1629	5.92157	5.92157	6.44444
k141_41545	2361	5.97151	5.97151	7.29737
k141_107289	3950	12.7124	12.7124	33.4714
k141_79098	68151	35.7919	35.7919	94.7323
k141_15033	7576	10.3466	10.3466	16.7766
k141_52172	2066	8.77036	8.77036	12.7942
k141_15035	2074	6.39189	6.39189	6.71375
k141_99009	2502	100.33	100.33	1899.44
k141_31837	167090	41.5201	41.5201	117.047
k141_22667	7723	21.3906	21.3906	205.985
k141_4803	11258	10.432	10.432	21.1169
k141_41551	2797	5.76124	5.76124	8.85297
k141_70121	67412	35.3156	35.3156	156.075
k141_79105	1825	8.73313	8.73313	11.2543
k141_107297	2377	5.64796	5.64796	8.02334
k141_15037	3738	9.15106	9.15106	10.9128
k141_22672	1544	5.36801	5.36872	5.45619
k141_88994	4513	11.4644	11.4644	31.8134
k141_41554	1759	6.31137	6.31137	6.44093
k141_52180	2199	48.6452	48.6452	1094.72
k141_59840	43685	31.7962	31.7962	95.2356
k141_88996	2778	8.42884	8.42884	12.6105
k141_107304	2162	3.67992	3.67992	5.69852
k141_41557	3138	7.6747	7.6747	9.22054
k141_88999	1742	6.25879	6.25879	14.0951
k141_59841	3843	12.9337	12.9337	25.2991
k141_22675	6043	16.6691	16.6691	44.0554
k141_107307	1660	8.55298	8.55298	13.8551
k141_99014	9965	10.3896	10.3896	20.4255
k141_15049	2713	7.62622	7.62622	21.9033
k141_79124	2327	6.36518	6.36518	12.8974
k141_107310	1637	6.86214	6.86214	8.1001
k141_4813	6984	9.43971	9.43971	16.2693
k141_89004	2399	13.2014	13.2014	28.8096
k141_31838	15479	22.3538	22.3538	125.12
k141_15052	1659	6.81445	6.81445	10.3779
k141_99019	2469	6.62699	6.62699	15.2312
k141_41566	1920	6.46497	6.46497	7.50382
k141_89005	2135	5.56171	5.56171	11.0931
k141_70143	1767	6.73593	6.73593	11.911
k141_79127	3545	7.38763	7.38763	9.79312
k141_52185	8374	19.1626	19.1626	50.8639
k141_89006	2145	6.25213	6.25213	10.2909
k141_15055	3250	9.71903	9.71903	13.3171
k141_79133	1963	6.11362	6.11362	7.99261
k141_99023	2549	12.7949	12.7949	47.302
k141_107315	7017	6.69171	6.69171	9.10617
k141_52187	4634	8.58185	8.58185	15.8438
k141_31843	6902	11.8334	11.8334	27.6213
k141_59857	4162	23.7557	23.7557	126.668
k141_89011	2427	8.06061	8.06061	19.2266
k141_41572	8288	8.48181	8.48181	18.2665
k141_70157	2875	6.08844	6.08844	8.88981
k141_4817	10336	12.6709	12.6709	22.1396
k141_79134	5378	10.7974	10.7974	15.727
k141_31845	2014	13.0982	13.0982	28.7821
k141_99025	4848	8.42082	8.42082	10.5434
k141_107324	2000	7.85838	7.85838	9.88907
k141_70158	1882	7.21016	7.21016	14.5323
k141_89012	4651	7.25239	7.25239	15.2986
k141_4818	3601	6.29267	6.29267	15.0156
k141_52188	10001	12.9081	12.9081	28.6491
k141_31853	4131	7.88546	7.88546	15.3029
k141_107329	3876	9.28261	9.28261	12.0058
k141_89015	1921	6.28176	6.28176	6.68377
k141_79140	4911	35.1113	35.1113	88.0902
k141_41583	1514	5.34384	5.34384	8.95802
k141_31855	1835	7.76439	7.76439	12.0388
k141_99031	5902	12.2677	12.2677	23.8346
k141_70169	3323	7.64009	7.64009	18.1998
k141_52197	3333	7.49293	7.49293	10.6818
k141_4828	3907	9.71733	9.71733	19.4386
k141_107333	5389	8.33919	8.33919	14.7456
k141_79148	3808	7.22717	7.22717	13.1197
k141_59861	15630	13.2627	13.2627	31.825
k141_70174	2129	7.71905	7.71905	9.46298
k141_107335	1586	9.789	9.789	21.4976
k141_52203	1595	12.8457	12.8457	24.7605
k141_4830	2161	6.04774	6.04774	5.24152
k141_79150	1678	6.25065	6.25065	12.7892
k141_59863	2099	4.05541	4.05541	8.35531
k141_41599	1807	7.3096	7.3096	16.0024
k141_52205	2603	8.14839	8.14839	14.8957
k141_15064	24521	14.6987	14.6987	32.8924
k141_70177	3500	5.74746	5.74746	6.91023
k141_99040	5528	9.45333	9.45333	14.6224
k141_79155	3228	11.9022	11.9022	23.3004
k141_15066	3993	7.92037	7.92037	12.2877
k141_4840	3432	6.38909	6.38909	8.59437
k141_41610	1896	8.50172	8.50172	12.2719
k141_99045	2741	8.40139	8.40139	12.8544
k141_15068	1704	9.59459	9.59459	12.0711
k141_107338	11151	25.5015	25.5015	59.0448
k141_79158	3181	6.71759	6.71759	11.9274
k141_15069	2503	13.7909	13.7909	51.2658
k141_79159	2555	6.81705	6.81705	11.6013
k141_41618	2055	5.67769	5.67769	7.3572
k141_79160	1642	6.5315	6.5315	17.5543
k141_70191	2453	6.89318	6.89318	9.39433
k141_107346	1734	5.01894	5.01894	6.81709
k141_4849	2919	10.7681	10.7681	21.0785
k141_59883	2009	7.03012	7.03012	18.5395
k141_4851	1806	5.92029	5.92029	9.56586
k141_52218	10536	10.693	10.693	15.2636
k141_22682	50719	13.4648	13.4648	29.4394
k141_107350	2815	10.3767	10.3767	16.8085
k141_70197	2865	12.0192	12.0195	30.2561
k141_79169	2126	5.12804	5.12804	9.3117
k141_41631	1774	9.65148	9.65148	15.266
k141_59891	1978	6.53884	6.53884	17.5206
k141_15084	2195	8.63081	8.63081	8.96793
k141_79170	2570	6.49628	6.49628	11.7433
k141_41632	1503	7.00517	7.00517	8.43558
k141_107352	3769	7.30423	7.30423	11.4284
k141_70200	4074	9.1264	9.1264	23.5838
k141_4863	2568	8.12324	8.12324	18.8826
k141_89019	30616	13.635	13.635	28.7297
